id_horario,id_clase,id_asignatura,es_hti,dia,periodo
510,21,99,0,Lunes,7
511,21,99,0,Lunes,8
512,22,99,0,Miércoles,3
513,21,99,0,Miércoles,6
514,22,99,0,Viernes,5
515,22,99,0,Viernes,6
516,17,96,0,Lunes,5
517,17,96,0,Lunes,6
518,16,96,0,Martes,5
519,16,96,0,Martes,6
520,17,96,0,Viernes,5
521,17,96,0,Viernes,6
522,16,96,0,Viernes,7
523,16,96,0,Viernes,8
524,17,95,0,Martes,3
525,17,95,0,Martes,4
526,16,95,0,Martes,7
527,16,95,0,Martes,8
528,17,95,0,Jueves,3
529,17,95,0,Jueves,4
530,16,95,0,Jueves,7
531,16,95,0,Jueves,8
532,16,94,0,Lunes,3
533,16,94,0,Lunes,4
534,17,94,0,Martes,5
535,17,94,0,Martes,6
536,16,94,0,Miércoles,5
537,16,94,0,Miércoles,6
538,17,94,0,Jueves,5
539,17,94,0,Jueves,6
540,17,93,0,Lunes,2
541,17,93,0,Lunes,3
542,16,93,0,Martes,3
543,17,93,0,Miércoles,1
544,17,93,0,Miércoles,2
545,16,93,0,Miércoles,3
546,16,93,0,Miércoles,4
547,17,93,0,Viernes,3
548,16,93,0,Viernes,5
549,16,93,0,Viernes,6
550,16,39,0,Lunes,5
551,16,39,0,Lunes,6
552,17,39,0,Miércoles,5
553,17,39,0,Miércoles,6
554,16,39,0,Jueves,3
555,16,39,0,Jueves,4
556,17,39,0,Viernes,7
557,17,39,0,Viernes,8
558,11,38,0,Lunes,2
559,11,38,0,Lunes,3
560,10,38,0,Lunes,4
561,10,38,0,Lunes,5
562,11,38,0,Miércoles,1
563,11,38,0,Miércoles,2
564,10,38,0,Viernes,1
565,10,38,0,Viernes,2
566,11,169,0,Lunes,6
567,11,169,0,Lunes,7
568,10,169,0,Martes,5
569,10,169,0,Martes,6
570,10,169,0,Miércoles,5
571,10,169,0,Miércoles,6
572,11,169,0,Miércoles,7
573,11,169,0,Miércoles,8
574,11,88,0,Lunes,4
575,11,88,0,Lunes,5
576,11,88,0,Martes,7
577,11,88,0,Martes,8
578,10,88,0,Miércoles,3
579,10,88,0,Miércoles,4
580,10,88,0,Viernes,4
581,10,88,0,Viernes,5
582,11,87,0,Jueves,2
583,11,87,0,Jueves,3
584,10,87,0,Jueves,5
585,10,87,0,Jueves,6
586,11,87,0,Viernes,2
587,11,87,0,Viernes,3
588,10,87,0,Viernes,7
589,10,87,0,Viernes,8
590,5,83,0,Martes,3
591,5,83,0,Martes,4
592,4,83,0,Martes,8
593,4,83,0,Martes,9
594,5,83,0,Jueves,4
595,5,83,0,Jueves,5
596,4,83,0,Viernes,7
597,4,83,0,Viernes,8
598,5,114,0,Lunes,5
599,5,114,0,Lunes,6
600,4,114,0,Lunes,7
601,4,114,0,Lunes,8
602,5,114,0,Miércoles,1
603,5,114,0,Miércoles,2
604,4,114,0,Viernes,5
605,4,114,0,Viernes,6
606,4,81,0,Lunes,3
607,4,81,0,Lunes,4
608,5,81,0,Martes,5
609,5,81,0,Martes,6
610,4,81,0,Miércoles,5
611,4,81,0,Miércoles,6
612,5,81,0,Viernes,4
613,5,81,0,Viernes,5
614,5,80,0,Lunes,3
615,5,80,0,Lunes,4
616,4,80,0,Martes,3
617,4,80,0,Martes,4
618,5,80,0,Miércoles,5
619,5,80,0,Miércoles,6
620,4,80,0,Jueves,3
621,4,80,0,Jueves,4
622,5,79,0,Lunes,7
623,5,79,0,Lunes,8
624,4,79,0,Miércoles,3
625,4,79,0,Miércoles,4
626,4,79,0,Jueves,5
627,4,79,0,Jueves,6
628,5,79,0,Jueves,7
629,5,79,0,Jueves,8
630,34,84,0,Martes,8
631,34,84,0,Martes,9
632,23,98,0,Martes,4
633,23,98,0,Viernes,4
634,23,98,0,Viernes,5
635,17,98,0,Lunes,4
636,30,98,0,Lunes,8
637,30,98,0,Lunes,9
